epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.2516382932662964,0.0010000000474974513,4.896275520324707,0.31521740555763245,4.807394027709961
1,0.28309306502342224,0.0010000000474974513,4.484199523925781,0.15217392146587372,3.9364209175109863
2,0.23197904229164124,0.0010000000474974513,3.6572513580322266,0.29347825050354004,3.899658203125
3,0.30013102293014526,0.0010000000474974513,3.2519800662994385,0.2717391550540924,3.6459975242614746
4,0.36173000931739807,0.0010000000474974513,2.9626691341400146,0.3804347813129425,3.513251543045044
5,0.449541300535202,0.0010000000474974513,2.7327632904052734,0.3695652484893799,3.477294445037842
6,0.449541300535202,0.0010000000474974513,2.56099534034729,0.3804347813129425,3.3733646869659424
7,0.45871564745903015,0.0010000000474974513,2.413348913192749,0.3913043737411499,3.315006971359253
8,0.4692005515098572,0.0010000000474974513,2.285799026489258,0.4130434989929199,3.2639877796173096
9,0.5006553530693054,0.0010000000474974513,2.1754000186920166,0.45652174949645996,3.1738452911376953
10,0.5190039277076721,0.0010000000474974513,2.071429491043091,0.510869562625885,3.100123643875122
11,0.541284441947937,0.0010000000474974513,1.9367752075195312,0.532608687877655,3.022007465362549
12,0.5465268492698669,0.0010000000474974513,1.8207091093063354,0.532608687877655,2.943189859390259
13,0.5570117831230164,0.0010000000474974513,1.7120133638381958,0.54347825050354,2.8570125102996826
14,0.5740498304367065,0.0010000000474974513,1.610053539276123,0.554347813129425,2.820221185684204
15,0.6015727519989014,0.0010000000474974513,1.5203297138214111,0.5760869979858398,2.789979934692383
16,0.6159895062446594,0.0010000000474974513,1.435994029045105,0.54347825050354,2.7376441955566406
17,0.6448230743408203,0.0010000000474974513,1.3563778400421143,0.5978260636329651,2.706794023513794
18,0.6513761281967163,0.0010000000474974513,1.290176510810852,0.5760869979858398,2.6921799182891846
19,0.6605504155158997,0.0010000000474974513,1.229805827140808,0.6195651888847351,2.6821835041046143
20,0.6802096366882324,0.0010000000474974513,1.1805490255355835,0.6739130020141602,2.6824228763580322
21,0.693315863609314,0.0010000000474974513,1.1288715600967407,0.6847826838493347,2.6499581336975098
22,0.7103538513183594,0.0010000000474974513,1.090125560760498,0.6847826242446899,2.651790142059326
23,0.7208387851715088,0.0010000000474974513,1.0509421825408936,0.70652174949646,2.6667253971099854
24,0.7195281386375427,0.0010000000474974513,1.0232514142990112,0.6739130020141602,2.6828529834747314
25,0.7182176113128662,0.0010000000474974513,0.9998081922531128,0.6521739363670349,2.7282474040985107
26,0.7129751443862915,0.0010000000474974513,0.9785363078117371,0.6630434393882751,2.736999273300171
27,0.7221493721008301,0.0005000000237487257,0.9538087844848633,0.6847826242446899,2.7353169918060303
28,0.7365662455558777,0.0005000000237487257,0.9378409385681152,0.6847826242446899,2.741029977798462
29,0.731323778629303,0.0005000000237487257,0.9300824403762817,0.6956521272659302,2.7496252059936523
30,0.7287025451660156,0.0005000000237487257,0.9196054339408875,0.6956521272659302,2.7565438747406006
31,0.745740532875061,0.0005000000237487257,0.9096336960792542,0.6956521272659302,2.765774965286255
32,0.7365660071372986,0.0002500000118743628,0.8991303443908691,0.6956521272659302,2.772108316421509
33,0.745740532875061,0.0002500000118743628,0.8940422534942627,0.6956521272659302,2.774991512298584
34,0.7470510601997375,0.0002500000118743628,0.8879225254058838,0.70652174949646,2.77577543258667
35,0.7404980659484863,0.0002500000118743628,0.8861303925514221,0.6847826242446899,2.7772397994995117
36,0.7365661859512329,0.0002500000118743628,0.8795095086097717,0.6847826242446899,2.779444694519043
37,0.7509829998016357,0.0001250000059371814,0.8752568960189819,0.6847826242446899,2.7814769744873047
38,0.7483618855476379,0.0001250000059371814,0.8740202188491821,0.6956522464752197,2.785423517227173
39,0.7601572871208191,0.0001250000059371814,0.8706770539283752,0.6956522464752197,2.7883706092834473
40,0.7522935271263123,0.0001250000059371814,0.8705300688743591,0.70652174949646,2.7921559810638428
41,0.7509829998016357,0.0001250000059371814,0.8656901121139526,0.6847826242446899,2.7946722507476807
