customer_id,age,days_as_customer,loyalty_tier,total_purchases,total_spent,avg_order_value,days_since_last_purchase,has_loyalty_card,has_app,accepts_marketing,num_complaints,satisfaction_score,support_contacts,returns_rate,churned,gender_F,gender_M,region_Midwest,region_Northeast,region_Southeast,region_Southwest,region_West,acquisition_channel_Direct,acquisition_channel_Email,acquisition_channel_Organic Search,acquisition_channel_Paid Ads,acquisition_channel_Referral,acquisition_channel_Social Media,favorite_category_Beauty,favorite_category_Books,favorite_category_Electronics,favorite_category_Fashion,favorite_category_Food,favorite_category_Home & Garden,favorite_category_Sports,favorite_category_Toys,age_binned,customer_value_per_day
C001,0.4204948790926037,-1.5761364231570356,2,1.4674632281394502,-0.16775754151683983,-0.3434483482186446,-0.5651800263417851,True,False,True,5,-0.3671700200558346,-0.8768722205281563,0.6869913969093846,1,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Senior,75.55274336283185
C002,-0.4641367038511625,1.379016679278902,0,0.6689854839424464,-0.8886390629002313,-0.3618144499301295,0.3468751957610436,False,True,True,5,0.5439218411248954,-0.8768722205281563,-0.9644302302766358,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,Middle-Aged,3.2612973760932946
C003,0.36151944022968596,0.9330444080614055,2,1.5368960754609289,0.03204553063869493,-0.3369475409941479,-1.555691611636255,True,True,False,5,-1.0960435090004188,0.32022296108024834,-1.6249988811510439,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Senior,8.175609137055837
C004,-1.5846700422465998,-0.942386353532172,0,0.9467168732283607,-0.8180033336590028,-0.3626997224586687,0.709735875522384,False,False,True,2,-0.09384246170161578,-1.4754198113323587,-0.7442406799851664,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Young,12.722219321148824
C005,-0.22823494839949154,-1.6183864277986932,3,1.0508661442105787,1.114223014077583,-0.2764517160401671,-1.6439550202268511,False,True,False,2,-0.18495164781968887,0.6194967564823495,1.2374652726380582,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Middle-Aged,165.92452631578948
C006,-1.4667191645207642,-0.6677613233613979,2,1.4674632281394502,-0.5230191885551445,-0.3575202175155737,1.2197022362680516,True,False,True,4,0.3617034688887492,-0.278324629723954,-1.5149041060053094,1,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,Young,13.07034
C007,-0.6410630204399158,-0.9494280209724484,2,0.7731347549246643,1.7263999255937934,-0.2319172226455199,0.40571746815477444,True,False,True,5,-1.0960435090004188,-0.8768722205281563,-1.2947145557138398,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,Middle-Aged,50.560842105263156
C008,1.4230773397622054,0.3157248957971866,0,-1.6917313249878259,0.04257763706093846,1.7377084491716808,1.0235613282889486,True,False,True,4,-0.9138251367642727,-0.5775984251260552,-0.9644302302766358,1,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Senior,10.579902067464635
C009,0.5384457568184392,-1.4118308495505896,2,0.8078511785854036,0.28996858427560224,-0.30552036623100637,-1.4576211576467033,False,True,True,4,0.08837591053453038,0.6194967564823495,0.7970861720551194,1,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Senior,60.75
C010,0.007666807052179458,-0.5762196466378064,2,-0.09477583659381818,-0.190092136470209,-0.2900413100043845,-1.0653393416884975,False,True,False,0,-1.3693710673546378,1.517318142688653,1.2374652726380582,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Senior,15.605899814471243
C011,0.1845931236409327,-1.4634697441126154,3,1.1550154151927965,-1.181765540311352,-0.3815150669458301,0.7195429209213392,False,False,False,5,-0.5493883922919808,1.2180443472865519,-1.1846197805681051,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Senior,17.530496894409936
C012,1.4820527786251232,0.9705999677428789,3,-0.5113729205226898,0.42741825077128176,-0.19111540819583275,0.8862626927035766,False,True,False,0,0.27059428277067615,0.32022296108024834,1.2374652726380582,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Senior,9.926485809682806
C013,0.597421195681357,-0.7522613326447131,3,-0.9279700044515613,1.5963827041457521,0.08491124490040743,1.6021770068273022,True,False,False,3,0.17948509665260307,0.9187705518844507,-0.41395635454796237,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,Senior,39.82829741379311
C014,-0.4641367038511625,-1.6653308774005349,0,0.2523884000135748,0.407438120983397,-0.27154968457616646,1.043175419086859,False,True,True,0,-0.09384246170161578,-1.4754198113323587,-1.0745250054223705,0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,Middle-Aged,157.0576
C015,1.4820527786251232,-0.11616404053975742,3,1.1897318388535358,-0.4180991108642849,-0.34870052478721675,-1.6635691110247615,False,True,True,3,-0.27606083393776193,0.6194967564823495,0.9071809472008538,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,Senior,9.695931972789117
C016,-1.1718419702061755,0.8086416166165249,2,0.044089858049139015,0.06696329586607896,-0.28054114660110563,-0.21212639197939978,False,True,False,5,-0.18495164781968887,-1.1761460159302575,-0.41395635454796237,0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Adult,8.733720106288752
C017,-0.9949156536174223,0.3110304508370024,1,1.5368960754609289,-0.042759748820234554,-0.3398477995018248,-0.015985484000296844,False,False,True,3,-1.8249169979450026,-1.4754198113323587,1.2374652726380582,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Adult,10.078473282442747
C018,1.4230773397622054,0.45890546708280394,3,1.1897318388535358,-1.0762368857163769,-0.3772010149970533,0.513594967543281,True,False,False,1,-0.0027332755835426984,1.2180443472865519,0.5768966217636499,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,Senior,3.486918367346939
C019,-0.22823494839949154,1.3461555645576129,3,-1.5181492066841293,-1.5210249858971279,-0.32827319151674517,1.6610192792210332,True,False,False,0,-0.5493883922919808,0.9187705518844507,-0.08367202911075831,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,Middle-Aged,0.6703313696612665
C020,0.12561768477801497,-1.5362336409954702,2,-1.6570149013270867,-1.0961868528005592,0.14236807460716405,-0.12386298338880346,False,True,False,4,0.27059428277067615,1.2180443472865519,-0.41395635454796237,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Senior,25.42107692307692
C021,-0.5231121427140802,-0.5527474218368856,2,0.4259705183172713,1.2930062303058407,-0.23033165990783774,-0.5063377539480541,True,True,False,1,1.4550137023056253,-1.4754198113323587,-1.2947145557138398,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Middle-Aged,30.54730418943534
C022,-0.7590138981657513,-1.0362752527358556,2,-0.40722364954047185,-0.22130343769556005,-0.2674272214581929,0.5822442853359671,False,True,True,4,1.5461228884236982,0.6194967564823495,1.347560047783793,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Middle-Aged,24.010699708454812
C023,0.6563966345442747,1.5996555924075582,2,-1.2751342410589543,1.8140545168299953,0.4645213903471405,-0.22193343737835491,False,True,False,5,-0.4582792061739077,0.32022296108024834,0.5768966217636499,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Senior,13.44280354706685
C024,1.4820527786251232,0.6185165957290658,1,-0.02534298927233958,0.49187772286024783,-0.24469421570667516,-0.22193343737835491,True,True,False,3,-1.2782618812365647,-0.5775984251260552,-1.5149041060053094,1,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,Senior,11.69392175572519
C025,-1.1128665313432577,1.2358361079932847,1,-0.40722364954047185,-0.29829817458795443,-0.27459528633479763,-0.6044082079376056,False,True,True,0,-1.916026184063076,0.32022296108024834,1.0172757223465887,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Adult,5.950968726163234
C026,-0.22823494839949154,0.7358777197336702,3,-0.9279700044515613,-1.640158794138626,-0.3971394664234063,-0.02579252939925199,False,False,False,5,-0.4582792061739077,0.6194967564823495,-1.1846197805681051,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Middle-Aged,0.21754098360655738
C027,-1.4667191645207642,-0.0997334831791128,1,0.2523884000135748,0.6988577442202932,-0.2531571568190536,-0.5847941171396953,False,False,True,3,-0.4582792061739077,-0.5775984251260552,-1.2947145557138398,1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Young,18.088665768194073
C028,-0.2872103872624093,-1.1935391589020254,1,-0.33779080221899327,-0.6510155088551176,-0.3120013539212822,-1.7224113834184924,False,False,False,3,-0.18495164781968887,1.517318142688653,-0.9644302302766358,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,Middle-Aged,21.064384057971015
C029,0.12561768477801497,1.566794477686269,3,-1.7264477486485652,-0.8025138981694163,1.23493311156408,-0.27096866437313066,False,True,True,2,-1.6426986257088567,-0.8768722205281563,0.9071809472008538,1,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,Senior,3.4159159779614323
C030,-1.761596358835353,-0.07860848085828402,0,0.738418331263925,-0.7101716679225062,-0.3538536036846837,-0.4082672999585027,False,False,True,4,-0.4582792061739077,0.9187705518844507,-1.5149041060053094,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Young,7.297416777629826
C031,-1.4077437256578464,0.1185582074694513,3,-0.8238207334693435,-1.2790633253489168,-0.3497905991693732,0.7391570117192494,True,True,True,4,0.6350310272429681,0.32022296108024834,0.026422746034976474,1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Young,2.7233892215568867
C032,0.4794703179555214,-0.6114279838391878,0,0.7037019076031857,1.177291453242857,-0.25554871394839085,0.5332090583411914,True,True,True,5,0.7261402133610412,-0.5775984251260552,0.35670707147218056,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,Senior,30.760095419847328
C033,0.7743475122701102,0.45421102212261977,0,0.4259705183172713,-1.4285337164083933,-0.3886699187996208,-0.9280407061031255,True,True,True,2,-1.5515894395907839,-1.1761460159302575,-0.19376680425649281,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Senior,1.463803680981595
C034,0.597421195681357,1.5574055877659008,3,-0.19892510757603607,1.466537587536483,-0.1485430486890672,0.5234020129422362,True,False,False,4,-1.4604802534727108,0.6194967564823495,-0.8543354551309011,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Senior,12.257258287292817
C035,1.1871755843105345,0.5293221414855666,3,-1.4139999357019115,0.48665425228964754,0.3308254190035009,1.5237206436356612,True,True,True,1,0.8172493994791142,1.517318142688653,-1.6249988811510439,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Senior,12.104742574257427
C036,-0.9359402147545045,-0.09269181573883654,0,1.6063289227824074,0.04058689861657216,-0.33797815677364124,-0.5651800263417851,True,False,False,5,-0.18495164781968887,0.020949165678147166,0.7970861720551194,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Adult,13.035852348993288
C037,-0.7590138981657513,0.3368498981180154,0,-1.6917313249878259,0.055302749470023546,1.7534980114344323,0.3370681503620884,False,True,True,1,1.3639045161875518,0.32022296108024834,-1.0745250054223705,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Middle-Aged,10.55457974137931
C038,-1.1128665313432577,1.2898222250354028,3,0.4954033656387499,0.03729561535962122,-0.3064188517823596,0.2193836055746267,False,True,True,2,1.6372320745417717,0.6194967564823495,1.0172757223465887,0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,Adult,7.26623688155922
C039,-0.346185826125327,-0.832066896967844,1,1.432746804478711,0.8667078674947324,-0.3013846900902188,1.2589304178638723,True,False,True,5,-0.3671700200558346,0.6194967564823495,-0.3038615794022276,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,Middle-Aged,33.41351162790698
C040,0.6563966345442747,0.1584609896310168,3,1.085582567871318,-1.5605381277474244,-0.3979784933720964,0.40571746815477444,False,False,True,5,1.3639045161875518,-1.4754198113323587,1.347560047783793,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Senior,0.8070539906103287
C041,1.3051264620363698,-1.3883586247496686,0,-1.7611641723093046,-0.5415071516480987,3.845178981496123,0.09189201538820976,False,False,True,1,-0.18495164781968887,1.2180443472865519,1.5677495980752627,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,Senior,33.321088082901554
C042,0.6563966345442747,-0.04809458861708689,3,0.3218212473350534,-0.8151183597636914,-0.35049749588992324,-1.7224113834184924,False,False,False,0,0.45281265500682233,-1.4754198113323587,0.7970861720551194,0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Senior,6.399044502617801
C043,0.1845931236409327,-1.0714835899372368,1,-0.06005941293307888,0.9819914953224389,-0.20502211470758652,1.0529824644858141,False,True,False,5,1.090576957833333,0.32022296108024834,-0.524051129693697,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Senior,45.78524390243902
C044,1.541028217488041,0.7757805018952357,0,0.2523884000135748,-0.08889803982495438,-0.3028711551567958,1.7492826878116297,True,False,False,5,-1.0049343228823457,1.517318142688653,0.7970861720551194,1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Senior,8.055533632286995
C045,1.069224706584699,1.2452249979136532,2,-0.99740285177304,-0.15822080431677946,-0.1566756642310952,1.1314388276774554,True,True,True,2,0.8172493994791142,-0.5775984251260552,1.1273704974923235,1,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Senior,6.533239543726235
