driver_age,driving_experience_years,accident_history_count,license_points,vehicle_age_years,vehicle_value_brl,annual_mileage_km,has_deductible,monthly_insurance_cost,driver_gender_F,driver_gender_M,vehicle_type_Hatchback,vehicle_type_Minivan,vehicle_type_Pickup,vehicle_type_SUV,vehicle_type_Sedan,vehicle_type_Sports,usage_type_Entrega,usage_type_Pessoal,usage_type_Trabalho,usage_type_Uber,region_Centro-Oeste,region_Nordeste,region_Norte,region_Sudeste,region_Sul,city_size_Grande,city_size_Media,city_size_Pequena,coverage_type_Básica,coverage_type_Completa,coverage_type_Intermediária
0.8170261699397436,0.8843565749355505,-0.08996257177515644,-0.7410549710299619,-0.4686251269519274,0.12096094077871207,1.4917437081744653,0,779.84,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
1.6880204878057217,1.6891096574582323,-0.9115385697217911,-0.7410549710299619,-0.9250411259311604,-0.41920919184043,1.2660717317039896,1,375.7,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
0.14703054081206823,0.14666624928975885,-0.08996257177515644,-0.7410549710299619,-1.1532491254207768,0.9599089062481332,0.04612873622387792,0,813.7,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
-0.7909633399666773,-0.8592751038635934,-0.9115385697217911,1.5000386913590356,-0.6968331264415439,2.673830809197935,0.9036542825023335,1,1243.64,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
1.0850244215908138,1.1526076024431111,-0.08996257177515644,0.7530074705627031,-1.1532491254207768,-0.47480256996901665,-1.3448160109435892,0,313.62,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
-1.2599602803560501,-1.2616516451249344,-0.08996257177515644,-0.7410549710299619,0.4442068710065386,0.37469716496757377,-0.4365352431912906,1,583.55,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
-0.3889659624900721,-0.32277304884847224,0.7316134261714783,-0.7410549710299619,0.2159988715169221,0.6364615118532938,-1.5597217283135527,0,567.5,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
0.8170261699397436,0.8172938180586604,-0.9115385697217911,-0.7410549710299619,0.2159988715169221,0.6170586913945997,-0.9895294606266879,1,622.23,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
-0.5229650883156072,-0.45689856260225253,-0.08996257177515644,1.5000386913590356,-0.4686251269519274,0.7132315780979671,0.5601127421132637,1,954.72,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
-0.254966836664537,-0.32277304884847224,-0.9115385697217911,0.005976249766370665,1.1288308694753881,-1.1036477981623418,1.071859603254491,0,164.7,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
-1.0589615916177475,-0.9934006176173737,-0.9115385697217911,0.005976249766370665,0.6724148704961551,0.36635815824828577,0.13044112892009652,0,629.35,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
-1.0589615916177475,-0.9934006176173737,0.7316134261714783,0.005976249766370665,-0.4686251269519274,-0.7503555376142612,-1.0061682246911159,0,155.79,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
-0.18796727375176947,-0.12158477821780177,1.553189424118113,-0.7410549710299619,0.9006228699857716,2.068045860550711,-0.34299462840891876,1,1435.5,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
0.616027481201441,0.6831683043048801,-0.9115385697217911,0.7530074705627031,1.3570388689650046,-1.1036477981623418,-1.468558079826099,1,150.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0.8840257328525112,0.9514193318124406,0.7316134261714783,0.005976249766370665,-0.9250411259311604,0.9537460876858525,-1.0711852439344685,0,1339.37,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
-0.18796727375176947,-0.25571029197158207,1.553189424118113,-0.7410549710299619,-0.9250411259311604,1.154302856743816,0.8219984991945529,1,1841.97,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
-1.5949580949198878,-1.5969654295093851,0.7316134261714783,-0.7410549710299619,-1.3814571249103933,-0.6354930349742438,-0.14766392758534097,0,723.43,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
-0.32196639957730455,-0.25571029197158207,-0.9115385697217911,0.005976249766370665,0.4442068710065386,-0.8694972673865446,1.2562842234307967,1,209.02,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
-1.6619576578326554,-1.6640281863862754,2.374765422064748,2.2470699121553683,-0.9250411259311604,-0.587049989361538,0.28774036902498196,1,1095.51,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
-0.18796727375176947,-0.12158477821780177,-0.9115385697217911,-0.7410549710299619,-0.012209127972694404,2.3807586125240103,0.5796877586596494,1,2022.43,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
1.1520239845035813,1.2196703593200013,-0.9115385697217911,1.5000386913590356,1.1288308694753881,0.34867434356067284,1.7070688901847084,1,940.42,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
0.21403010372483577,0.213729006166649,-0.9115385697217911,0.7530074705627031,0.4442068710065386,2.433846631177724,-0.42814595038569675,1,1516.73,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
0.7500266070269761,0.8172938180586604,-0.08996257177515644,-0.7410549710299619,-1.3814571249103933,0.35357533873779823,0.6315615525075716,1,453.11,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
-1.6619576578326554,-1.6640281863862754,-0.9115385697217911,-0.7410549710299619,0.2159988715169221,-0.7612364783992971,-1.3051066916637781,1,223.99,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
-0.3889659624900721,-0.45689856260225253,-0.9115385697217911,-0.7410549710299619,1.3570388689650046,-1.1036477981623418,-0.16248501154189018,0,150.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
0.4150287924631384,0.41491727679731943,-0.9115385697217911,0.7530074705627031,-1.60966512440001,0.21380553971253916,-1.2725282712687218,0,638.5,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
-0.99196202870498,-0.9263378607404836,0.7316134261714783,-0.7410549710299619,1.1288308694753881,-0.6146272308805868,1.0222229541547272,0,224.98,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False
-0.32196639957730455,-0.38983580572536236,1.553189424118113,-0.7410549710299619,-1.3814571249103933,0.02579385532438154,-0.42395130398289976,1,417.43,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
1.1520239845035813,1.2196703593200013,-0.9115385697217911,0.005976249766370665,1.585246868454621,-1.1036477981623418,-1.3346090380301165,1,150.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
-0.12096771083900194,-0.054522021340911615,1.553189424118113,0.7530074705627031,-1.3814571249103933,-0.035413722503374864,-0.438772387939449,0,387.75,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
1.487021799067419,1.554984143704452,1.553189424118113,-0.7410549710299619,0.6724148704961551,-0.650177733210183,-0.28021475391372447,0,388.69,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
0.013031414986533147,0.012540735535978537,0.7316134261714783,-0.7410549710299619,1.1288308694753881,-1.1036477981623418,-0.5394439016065756,1,150.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
1.0180248586780463,1.0855448455662209,-0.9115385697217911,-0.7410549710299619,1.585246868454621,0.06163695438097029,-1.4538768174163097,0,330.82,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
0.08003097789930069,0.012540735535978537,-0.08996257177515644,0.005976249766370665,1.3570388689650046,-0.5989915932819219,0.9226700128616796,1,245.98,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
-0.7239637770539098,-0.6580868332329229,1.553189424118113,0.7530074705627031,-0.4686251269519274,-0.33252741146888376,-1.2207942989675595,0,435.3,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
-0.7909633399666773,-0.8592751038635934,-0.08996257177515644,-0.7410549710299619,1.585246868454621,-1.1036477981623418,-1.0316157462014173,1,157.61,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
1.353022673241884,1.4208586299506718,-0.9115385697217911,0.7530074705627031,1.3570388689650046,-1.1036477981623418,0.6217740442343788,1,150.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
1.6210209248929541,1.554984143704452,-0.08996257177515644,0.005976249766370665,-0.2404171274623109,2.6449551697028566,-1.0606986279274762,0,2526.96,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
