driver_age,driving_experience_years,accident_history_count,license_points,vehicle_age_years,vehicle_value_brl,annual_mileage_km,has_deductible,monthly_insurance_cost,driver_gender_F,driver_gender_M,vehicle_type_Hatchback,vehicle_type_Minivan,vehicle_type_Pickup,vehicle_type_SUV,vehicle_type_Sedan,vehicle_type_Sports,usage_type_Entrega,usage_type_Pessoal,usage_type_Trabalho,usage_type_Uber,region_Centro-Oeste,region_Nordeste,region_Norte,region_Sudeste,region_Sul,city_size_Grande,city_size_Media,city_size_Pequena,coverage_type_Básica,coverage_type_Completa,coverage_type_Intermediária,predicted_value,prediction_error,model_name,model_type,model_algorithm,model_train_mse,model_train_mae,model_train_r2,model_test_mse,model_test_mae,model_test_r2,model_mse,model_rmse,model_mae,model_r2_score,model_has_feature_importance
0.8170261699397436,0.8843565749355505,-0.08996257177515644,-0.7410549710299619,-0.4686251269519274,0.12096094077871207,1.4917437081744653,0,779.84,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,723.044499999999,56.795500000001084,car_insurance_predictor_v1,regression,random_forest,6525.126219552636,48.21504099999997,0.9847133538673063,61591.277496750045,142.6714885,0.8710414993413877,61591.277496750045,248.17590031417242,142.6714885,0.8710414993413877,True
1.6880204878057217,1.6891096574582323,-0.9115385697217911,-0.7410549710299619,-0.9250411259311604,-0.41920919184043,1.2660717317039896,1,375.7,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,351.44440000000014,24.255599999999845,car_insurance_predictor_v1,regression,random_forest,6525.126219552636,48.21504099999997,0.9847133538673063,61591.277496750045,142.6714885,0.8710414993413877,61591.277496750045,248.17590031417242,142.6714885,0.8710414993413877,True
0.14703054081206823,0.14666624928975885,-0.08996257177515644,-0.7410549710299619,-1.1532491254207768,0.9599089062481332,0.04612873622387792,0,813.7,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,771.0562999999997,42.64370000000031,car_insurance_predictor_v1,regression,random_forest,6525.126219552636,48.21504099999997,0.9847133538673063,61591.277496750045,142.6714885,0.8710414993413877,61591.277496750045,248.17590031417242,142.6714885,0.8710414993413877,True
-0.7909633399666773,-0.8592751038635934,-0.9115385697217911,1.5000386913590356,-0.6968331264415439,2.673830809197935,0.9036542825023335,1,1243.64,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,1371.0321,-127.3920999999998,car_insurance_predictor_v1,regression,random_forest,6525.126219552636,48.21504099999997,0.9847133538673063,61591.277496750045,142.6714885,0.8710414993413877,61591.277496750045,248.17590031417242,142.6714885,0.8710414993413877,True
1.0850244215908138,1.1526076024431111,-0.08996257177515644,0.7530074705627031,-1.1532491254207768,-0.47480256996901665,-1.3448160109435892,0,313.62,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,321.8348999999998,-8.214899999999773,car_insurance_predictor_v1,regression,random_forest,6525.126219552636,48.21504099999997,0.9847133538673063,61591.277496750045,142.6714885,0.8710414993413877,61591.277496750045,248.17590031417242,142.6714885,0.8710414993413877,True
-1.2599602803560501,-1.2616516451249344,-0.08996257177515644,-0.7410549710299619,0.4442068710065386,0.37469716496757377,-0.4365352431912906,1,583.55,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,626.7306000000005,-43.180600000000595,car_insurance_predictor_v1,regression,random_forest,6525.126219552636,48.21504099999997,0.9847133538673063,61591.277496750045,142.6714885,0.8710414993413877,61591.277496750045,248.17590031417242,142.6714885,0.8710414993413877,True
-0.3889659624900721,-0.32277304884847224,0.7316134261714783,-0.7410549710299619,0.2159988715169221,0.6364615118532938,-1.5597217283135527,0,567.5,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,638.4117000000001,-70.91170000000011,car_insurance_predictor_v1,regression,random_forest,6525.126219552636,48.21504099999997,0.9847133538673063,61591.277496750045,142.6714885,0.8710414993413877,61591.277496750045,248.17590031417242,142.6714885,0.8710414993413877,True
0.8170261699397436,0.8172938180586604,-0.9115385697217911,-0.7410549710299619,0.2159988715169221,0.6170586913945997,-0.9895294606266879,1,622.23,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,644.041100000001,-21.811100000001034,car_insurance_predictor_v1,regression,random_forest,6525.126219552636,48.21504099999997,0.9847133538673063,61591.277496750045,142.6714885,0.8710414993413877,61591.277496750045,248.17590031417242,142.6714885,0.8710414993413877,True
-0.5229650883156072,-0.45689856260225253,-0.08996257177515644,1.5000386913590356,-0.4686251269519274,0.7132315780979671,0.5601127421132637,1,954.72,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,1076.1354000000006,-121.41540000000055,car_insurance_predictor_v1,regression,random_forest,6525.126219552636,48.21504099999997,0.9847133538673063,61591.277496750045,142.6714885,0.8710414993413877,61591.277496750045,248.17590031417242,142.6714885,0.8710414993413877,True
-0.254966836664537,-0.32277304884847224,-0.9115385697217911,0.005976249766370665,1.1288308694753881,-1.1036477981623418,1.071859603254491,0,164.7,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,160.0083000000002,4.691699999999798,car_insurance_predictor_v1,regression,random_forest,6525.126219552636,48.21504099999997,0.9847133538673063,61591.277496750045,142.6714885,0.8710414993413877,61591.277496750045,248.17590031417242,142.6714885,0.8710414993413877,True
